EMISSAO;PEDIDO;CLIENTE;PRODUTO;DESCRICAO;QTDE;VALOR;TOTAL;REPRESENTANTE
24/04/2023;33112;5M COMERCIO ATACADISTA E VAREJISTA DE ALIMENTOS LTDA.;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;6;143,2;859,2;SOUZA & SANTON REPR LTDA
24/04/2023;33112;5M COMERCIO ATACADISTA E VAREJISTA DE ALIMENTOS LTDA.;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;25;190,8;4770;SOUZA & SANTON REPR LTDA
24/04/2023;33112;5M COMERCIO ATACADISTA E VAREJISTA DE ALIMENTOS LTDA.;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;25;142,1;3552,5;SOUZA & SANTON REPR LTDA
24/04/2023;33100;MERC BEM BARATO LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;10;143,2;1432;SOUZA & SANTON REPR LTDA
24/04/2023;33100;MERC BEM BARATO LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;15;142,1;2131,5;SOUZA & SANTON REPR LTDA
24/04/2023;33100;MERC BEM BARATO LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;15;190,8;2862;SOUZA & SANTON REPR LTDA
24/04/2023;33109;5M COM ATAC E VAREJ DE ALIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;30;142,1;4263;SOUZA & SANTON REPR LTDA
24/04/2023;33109;5M COM ATAC E VAREJ DE ALIM LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;20;143,2;2864;SOUZA & SANTON REPR LTDA
24/04/2023;33109;5M COM ATAC E VAREJ DE ALIM LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;30;190,8;5724;SOUZA & SANTON REPR LTDA
24/04/2023;33104;5M COM ATAC E VAREJ DE ALIM LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;20;190,8;3816;SOUZA & SANTON REPR LTDA
24/04/2023;33104;5M COM ATAC E VAREJ DE ALIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;20;142,1;2842;SOUZA & SANTON REPR LTDA
24/04/2023;33104;5M COM ATAC E VAREJ DE ALIM LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;20;143,2;2864;SOUZA & SANTON REPR LTDA
24/04/2023;33101;SM BEM BARATO SP LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;8;143,2;1145,6;SOUZA & SANTON REPR LTDA
24/04/2023;33101;SM BEM BARATO SP LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;8;142,1;1136,8;SOUZA & SANTON REPR LTDA
24/04/2023;33101;SM BEM BARATO SP LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;8;190,8;1526,4;SOUZA & SANTON REPR LTDA
24/04/2023;33099;SM BEM BARATO DIADEMA LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;3;143,2;429,6;SOUZA & SANTON REPR LTDA
24/04/2023;33099;SM BEM BARATO DIADEMA LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;5;142,1;710,5;SOUZA & SANTON REPR LTDA
24/04/2023;33099;SM BEM BARATO DIADEMA LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;5;190,8;954;SOUZA & SANTON REPR LTDA
24/04/2023;33106;5M COM ATAC E VAREJ DE ALIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;20;142,1;2842;SOUZA & SANTON REPR LTDA
24/04/2023;33106;5M COM ATAC E VAREJ DE ALIM LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;20;190,8;3816;SOUZA & SANTON REPR LTDA
24/04/2023;33106;5M COM ATAC E VAREJ DE ALIM LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;20;143,2;2864;SOUZA & SANTON REPR LTDA
24/04/2023;33108;5M COM ATAC E VAREJ DE ALIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;10;142,1;1421;SOUZA & SANTON REPR LTDA
24/04/2023;33108;5M COM ATAC E VAREJ DE ALIM LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;10;190,8;1908;SOUZA & SANTON REPR LTDA
24/04/2023;33108;5M COM ATAC E VAREJ DE ALIM LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;10;143,2;1432;SOUZA & SANTON REPR LTDA
24/04/2023;33107;5M COM ATAC E VAREJ DE ALIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;25;142,1;3552,5;SOUZA & SANTON REPR LTDA
24/04/2023;33107;5M COM ATAC E VAREJ DE ALIM LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;10;143,2;1432;SOUZA & SANTON REPR LTDA
24/04/2023;33107;5M COM ATAC E VAREJ DE ALIM LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;25;190,8;4770;SOUZA & SANTON REPR LTDA
24/04/2023;33105;PUBLIC COM ATAC E VAREJ DE ALIM LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;30;143,2;4296;SOUZA & SANTON REPR LTDA
24/04/2023;33105;PUBLIC COM ATAC E VAREJ DE ALIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;45;142,1;6394,5;SOUZA & SANTON REPR LTDA
24/04/2023;33105;PUBLIC COM ATAC E VAREJ DE ALIM LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;45;190,8;8586;SOUZA & SANTON REPR LTDA
24/04/2023;33113;5M COM ATAC E VAREJ DE ALIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;8;142,1;1136,8;SOUZA & SANTON REPR LTDA
24/04/2023;33113;5M COM ATAC E VAREJ DE ALIM LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;8;190,8;1526,4;SOUZA & SANTON REPR LTDA
24/04/2023;33113;5M COM ATAC E VAREJ DE ALIM LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;5;143,2;716;SOUZA & SANTON REPR LTDA
24/04/2023;33110;5M COM ATAC E VAREJ DE ALIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;12;142,1;1705,2;SOUZA & SANTON REPR LTDA
24/04/2023;33110;5M COM ATAC E VAREJ DE ALIM LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;12;190,8;2289,6;SOUZA & SANTON REPR LTDA
24/04/2023;33110;5M COM ATAC E VAREJ DE ALIM LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;10;143,2;1432;SOUZA & SANTON REPR LTDA
24/04/2023;33111;5M COM ATAC E VAREJ DE ALIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;12;142,1;1705,2;SOUZA & SANTON REPR LTDA
24/04/2023;33111;5M COM ATAC E VAREJ DE ALIM LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;10;143,2;1432;SOUZA & SANTON REPR LTDA
24/04/2023;33111;5M COM ATAC E VAREJ DE ALIM LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;12;190,8;2289,6;SOUZA & SANTON REPR LTDA
24/04/2023;33102;5M COM ATAC E VAREJ DE ALIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;25;142,1;3552,5;SOUZA & SANTON REPR LTDA
24/04/2023;33102;5M COM ATAC E VAREJ DE ALIM LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;25;190,8;4770;SOUZA & SANTON REPR LTDA
24/04/2023;33102;5M COM ATAC E VAREJ DE ALIM LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;35;143,2;5012;SOUZA & SANTON REPR LTDA
24/04/2023;33103;5M COM ATAC E VAREJ DE ALIM LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;25;190,8;4770;SOUZA & SANTON REPR LTDA
24/04/2023;33103;5M COM ATAC E VAREJ DE ALIM LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;20;143,2;2864;SOUZA & SANTON REPR LTDA
24/04/2023;33103;5M COM ATAC E VAREJ DE ALIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;25;142,1;3552,5;SOUZA & SANTON REPR LTDA
26/04/2023;33139;LAT PIRAMIDE LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;12;206;2472;SOUZA & SANTON REPR LTDA
27/04/2023;33192;NAT NUTRE ALIM EIRELI;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;1;156;156;SOUZA & SANTON REPR LTDA
28/04/2023;33117;ARM SAO VITO COM DE PROD ALIM LTDA;4448S;OLEO COMP SOJA E OLIVA TRADICAO GAL 4X5,01LT;2;245;490;SOUZA & SANTON REPR LTDA
28/04/2023;33117;ARM SAO VITO COM DE PROD ALIM LTDA;4448S;OLEO COMP SOJA E OLIVA TRADICAO GAL 4X5,01LT;2;245;490;SOUZA & SANTON REPR LTDA
28/04/2023;33117;ARM SAO VITO COM DE PROD ALIM LTDA;4448S;OLEO COMP SOJA E OLIVA TRADICAO GAL 4X5,01LT;2;245;490;SOUZA & SANTON REPR LTDA
28/04/2023;33163;SM KACULA LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;20;200,8;4016;SOUZA & SANTON REPR LTDA
28/04/2023;33163;SM KACULA LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;30;164,16;4924,8;SOUZA & SANTON REPR LTDA
28/04/2023;33165;SM KACULA LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;10;200,8;2008;SOUZA & SANTON REPR LTDA
28/04/2023;33165;SM KACULA LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;20;164,16;3283,2;SOUZA & SANTON REPR LTDA
28/04/2023;33167;SM KACULA LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;10;200,8;2008;SOUZA & SANTON REPR LTDA
28/04/2023;33169;SM KACULA LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;50;164,16;8208;SOUZA & SANTON REPR LTDA
28/04/2023;33169;SM KACULA LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;10;200,8;2008;SOUZA & SANTON REPR LTDA
28/04/2023;33047;SM ALABARCE LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;10;192,6;1926;SOUZA & SANTON REPR LTDA
28/04/2023;33047;SM ALABARCE LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;50;152,88;7644;SOUZA & SANTON REPR LTDA
28/04/2023;33198;NAT NUTRE ALIM EIRELI;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;1;156;156;SOUZA & SANTON REPR LTDA
04/05/2023;33216;SM BERGAMINI LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;15;172,8;2592;SOUZA & SANTON REPR LTDA
04/05/2023;33216;SM BERGAMINI LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;60;175,2;10512;SOUZA & SANTON REPR LTDA
04/05/2023;33217;SM BERGAMINI LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;15;172,8;2592;SOUZA & SANTON REPR LTDA
04/05/2023;33217;SM BERGAMINI LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;60;175,2;10512;SOUZA & SANTON REPR LTDA
04/05/2023;33226;707 AUTO SERV DE ALIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;10;160,95;1609,5;SOUZA & SANTON REPR LTDA
04/05/2023;33227;707 AUTO SERV DE ALIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;15;160,95;2414,25;SOUZA & SANTON REPR LTDA
04/05/2023;33227;707 AUTO SERV DE ALIM LTDA;4448S;OLEO COMP SOJA E OLIVA TRADICAO GAL 4X5,01LT;4;251,69;1006,76;SOUZA & SANTON REPR LTDA
04/05/2023;33229;707 AUTO SERV DE ALIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;15;160,95;2414,25;SOUZA & SANTON REPR LTDA
04/05/2023;33231;707 AUTO SERV DE ALIM LTDA;4448S;OLEO COMP SOJA E OLIVA TRADICAO GAL 4X5,01LT;4;251,69;1006,76;SOUZA & SANTON REPR LTDA
04/05/2023;33231;707 AUTO SERV DE ALIM LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;20;158,73;3174,6;SOUZA & SANTON REPR LTDA
04/05/2023;33231;707 AUTO SERV DE ALIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;10;160,95;1609,5;SOUZA & SANTON REPR LTDA
04/05/2023;33232;707 AUTO SERV DE ALIM LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;12;158,73;1904,76;SOUZA & SANTON REPR LTDA
04/05/2023;33234;707 AUTO SERV DE ALIM LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;10;158,73;1587,3;SOUZA & SANTON REPR LTDA
04/05/2023;33238;BATISTA COM DE CEREAIS LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;3;153,8;461,4;SOUZA & SANTON REPR LTDA
04/05/2023;33238;BATISTA COM DE CEREAIS LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;3;153,8;461,4;SOUZA & SANTON REPR LTDA
04/05/2023;33247;COMPRA FACIL SM LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;3;194;582;SOUZA & SANTON REPR LTDA
04/05/2023;33247;COMPRA FACIL SM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;1;156;156;SOUZA & SANTON REPR LTDA
04/05/2023;33247;COMPRA FACIL SM LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;3;194;582;SOUZA & SANTON REPR LTDA
04/05/2023;33247;COMPRA FACIL SM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;1;156;156;SOUZA & SANTON REPR LTDA
04/05/2023;33247;COMPRA FACIL SM LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;3;194;582;SOUZA & SANTON REPR LTDA
04/05/2023;33247;COMPRA FACIL SM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;1;156;156;SOUZA & SANTON REPR LTDA
08/05/2023;33261;SUPERVAREJAO SAUDE LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;20;179;3580;SOUZA & SANTON REPR LTDA
12/05/2023;32712;PUBLIC COM ATAC E VAREJ DE ALIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;15;365,7;5485,5;SOUZA & SANTON REPR LTDA
12/05/2023;32712;PUBLIC COM ATAC E VAREJ DE ALIM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;135;192,9;26041,5;SOUZA & SANTON REPR LTDA
12/05/2023;32715;SM BEM BARATO SP LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;18;192,9;3472,2;SOUZA & SANTON REPR LTDA
12/05/2023;32717;5M COM ATAC E VAREJ DE ALIM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;60;192,9;11574;SOUZA & SANTON REPR LTDA
12/05/2023;32720;5M COM ATAC E VAREJ DE ALIM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;40;192,9;7716;SOUZA & SANTON REPR LTDA
12/05/2023;32720;5M COM ATAC E VAREJ DE ALIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;10;365,7;3657;SOUZA & SANTON REPR LTDA
12/05/2023;32721;5M COM ATAC E VAREJ DE ALIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;5;365,7;1828,5;SOUZA & SANTON REPR LTDA
12/05/2023;32721;5M COM ATAC E VAREJ DE ALIM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;35;192,9;6751,5;SOUZA & SANTON REPR LTDA
12/05/2023;32713;SM BEM BARATO DIADEMA LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;2;365,7;731,4;SOUZA & SANTON REPR LTDA
12/05/2023;32725;5M COM ATAC E VAREJ DE ALIM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;40;192,9;7716;SOUZA & SANTON REPR LTDA
12/05/2023;32725;5M COM ATAC E VAREJ DE ALIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;5;365,7;1828,5;SOUZA & SANTON REPR LTDA
12/05/2023;32719;PUBLIC COM ATAC E VAREJ DE ALIM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;65;192,9;12538,5;SOUZA & SANTON REPR LTDA
12/05/2023;32719;PUBLIC COM ATAC E VAREJ DE ALIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;10;365,7;3657;SOUZA & SANTON REPR LTDA
12/05/2023;32714;MERC BEM BARATO LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;6;192,9;1157,4;SOUZA & SANTON REPR LTDA
12/05/2023;32723;5M COM ATAC E VAREJ DE ALIM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;30;192,9;5787;SOUZA & SANTON REPR LTDA
12/05/2023;32726;5M COMERCIO ATACADISTA E VAREJISTA DE ALIMENTOS LTDA.;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;20;192,9;3858;SOUZA & SANTON REPR LTDA
12/05/2023;32722;5M COM ATAC E VAREJ DE ALIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;10;365,7;3657;SOUZA & SANTON REPR LTDA
12/05/2023;32718;5M COM ATAC E VAREJ DE ALIM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;15;192,9;2893,5;SOUZA & SANTON REPR LTDA
12/05/2023;32716;5M COM ATAC E VAREJ DE ALIM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;40;192,9;7716;SOUZA & SANTON REPR LTDA
12/05/2023;32716;5M COM ATAC E VAREJ DE ALIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;10;365,7;3657;SOUZA & SANTON REPR LTDA
12/05/2023;32727;5M COM ATAC E VAREJ DE ALIM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;10;192,9;1929;SOUZA & SANTON REPR LTDA
12/05/2023;32724;5M COM ATAC E VAREJ DE ALIM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;12;192,9;2314,8;SOUZA & SANTON REPR LTDA
12/05/2023;32741;TRIMAIS SM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;10;431,87;4318,7;SOUZA & SANTON REPR LTDA
12/05/2023;32741;TRIMAIS SM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;15;226,92;3403,8;SOUZA & SANTON REPR LTDA
12/05/2023;32741;TRIMAIS SM LTDA;1000;AZEITE DE OLIVA BIONDO EXTRA VIRGEM VR 20X500ML;2;488,57;977,14;SOUZA & SANTON REPR LTDA
12/05/2023;32740;TRIMAIS SM LTDA ;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;30;431,87;12956,1;SOUZA & SANTON REPR LTDA
12/05/2023;32740;TRIMAIS SM LTDA ;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;35;226,92;7942,2;SOUZA & SANTON REPR LTDA
12/05/2023;32740;TRIMAIS SM LTDA ;1000;AZEITE DE OLIVA BIONDO EXTRA VIRGEM VR 20X500ML;2;488,57;977,14;SOUZA & SANTON REPR LTDA
12/05/2023;32756;ELIAS ABRAHAO EMP;4011P;AZEITE OLIVA EXT VIRG TRADICAO PET 20X500ML;2;379,1;758,2;SOUZA & SANTON REPR LTDA
12/05/2023;32757;CSP SATO SM LTDA;4011P;AZEITE OLIVA EXT VIRG TRADICAO PET 20X500ML;4;379,1;1516,4;SOUZA & SANTON REPR LTDA
12/05/2023;32757;CSP SATO SM LTDA;4783P;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS PET 12X500ML;2;226,9;453,8;SOUZA & SANTON REPR LTDA
12/05/2023;32757;CSP SATO SM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;4;210,6;842,4;SOUZA & SANTON REPR LTDA
12/05/2023;32771;MERC PRIMALTER LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;10;239,8;2398;SOUZA & SANTON REPR LTDA
12/05/2023;32771;MERC PRIMALTER LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;5;400,7;2003,5;SOUZA & SANTON REPR LTDA
12/05/2023;32771;MERC PRIMALTER LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;10;210,6;2106;SOUZA & SANTON REPR LTDA
12/05/2023;32771;MERC PRIMALTER LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;5;400,7;2003,5;SOUZA & SANTON REPR LTDA
12/05/2023;32771;MERC PRIMALTER LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;5;400,7;2003,5;SOUZA & SANTON REPR LTDA
12/05/2023;32771;MERC PRIMALTER LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;10;210,6;2106;SOUZA & SANTON REPR LTDA
12/05/2023;32771;MERC PRIMALTER LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;10;239,8;2398;SOUZA & SANTON REPR LTDA
12/05/2023;32771;MERC PRIMALTER LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;10;210,6;2106;SOUZA & SANTON REPR LTDA
12/05/2023;32771;MERC PRIMALTER LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;10;239,8;2398;SOUZA & SANTON REPR LTDA
12/05/2023;32784;MERC IPANEMA LTDA;4011P;AZEITE OLIVA EXT VIRG TRADICAO PET 20X500ML;8;379,1;3032,8;SOUZA & SANTON REPR LTDA
12/05/2023;32784;MERC IPANEMA LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;22;210,6;4633,2;SOUZA & SANTON REPR LTDA
12/05/2023;32786;COML QUALITY SERV LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;13;210,6;2737,8;SOUZA & SANTON REPR LTDA
12/05/2023;32785;MERC IPANEMA LTDA;4011P;AZEITE OLIVA EXT VIRG TRADICAO PET 20X500ML;2;379,1;758,2;SOUZA & SANTON REPR LTDA
12/05/2023;32785;MERC IPANEMA LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;7;210,6;1474,2;SOUZA & SANTON REPR LTDA
12/05/2023;32789;EMP CASA DO SABOR PROD ALIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;2;400,7;801,4;SOUZA & SANTON REPR LTDA
12/05/2023;32789;EMP CASA DO SABOR PROD ALIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;2;400,7;801,4;SOUZA & SANTON REPR LTDA
12/05/2023;32789;EMP CASA DO SABOR PROD ALIM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;3;210,6;631,8;SOUZA & SANTON REPR LTDA
12/05/2023;32789;EMP CASA DO SABOR PROD ALIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;2;400,7;801,4;SOUZA & SANTON REPR LTDA
12/05/2023;32789;EMP CASA DO SABOR PROD ALIM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;3;210,6;631,8;SOUZA & SANTON REPR LTDA
12/05/2023;32789;EMP CASA DO SABOR PROD ALIM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;3;210,6;631,8;SOUZA & SANTON REPR LTDA
12/05/2023;32803;EMP MEGA 100 COM DE ALIM S A;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;200;232,8;46560;SOUZA & SANTON REPR LTDA
12/05/2023;32805;T DA C CABRAL COM E DISTR DE PROD NATURAIS;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;1;400,7;400,7;SOUZA & SANTON REPR LTDA
12/05/2023;32843;COML DE ALIM BOM VIZINHO LTDA;4813P;SEVILHA AZEITE DE OLIVA EXTRA VIRGEM PET 12X500ML;2;239,8;479,6;SOUZA & SANTON REPR LTDA
12/05/2023;32843;COML DE ALIM BOM VIZINHO LTDA;4783P;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS PET 12X500ML;2;226,9;453,8;SOUZA & SANTON REPR LTDA
12/05/2023;32847;BENEFIT COM E EXP DE ALIM EIRELI EM REC JUDICIAL;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;50;232,9;11645;SOUZA & SANTON REPR LTDA
