EMISSAO;PEDIDO;CLIENTE;PRODUTO;DESCRICAO;QTDE;VALOR;TOTAL;REPRESENTANTE
12/01/2023;32212;CENTRO DE ALIM LTDA;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;20;201,12;4022,4;AGEGON REPR COML LTDA
12/01/2023;32216;CSM PIZZARIA LTDA;4448S;OLEO COMP SOJA E OLIVA TRADICAO GAL 4X5,01LT;1;315,35;315,35;AGEGON REPR COML LTDA
12/01/2023;32217;CSTS PIZZARIA LTDA;4448S;OLEO COMP SOJA E OLIVA TRADICAO GAL 4X5,01LT;1;315,35;315,35;AGEGON REPR COML LTDA
12/01/2023;32218;CCS PIZZARIA LTDA;4448S;OLEO COMP SOJA E OLIVA TRADICAO GAL 4X5,01LT;2;315,35;630,7;AGEGON REPR COML LTDA
12/01/2023;32219;CSM PIZZARIA LTDA;4448S;OLEO COMP SOJA E OLIVA TRADICAO GAL 4X5,01LT;2;315,35;630,7;AGEGON REPR COML LTDA
12/01/2023;32220;CST PIZZARIA LTDA;4448S;OLEO COMP SOJA E OLIVA TRADICAO GAL 4X5,01LT;2;315,35;630,7;AGEGON REPR COML LTDA
24/01/2023;32175;HIGA PROD ALIM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;30;174,2;5226;AGEGON REPR COML LTDA
24/01/2023;32175;HIGA PROD ALIM LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;50;199,9;9995;AGEGON REPR COML LTDA
24/01/2023;32173;HIGA PROD ALIM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;200;174,2;34840;AGEGON REPR COML LTDA
24/01/2023;32173;HIGA PROD ALIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;80;334,5;26760;AGEGON REPR COML LTDA
24/01/2023;32173;HIGA PROD ALIM LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;100;199,9;19990;AGEGON REPR COML LTDA
24/01/2023;32174;HIGA PROD ALIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;20;334,5;6690;AGEGON REPR COML LTDA
24/01/2023;32174;HIGA PROD ALIM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;100;174,2;17420;AGEGON REPR COML LTDA
24/01/2023;32174;HIGA PROD ALIM LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;50;199,9;9995;AGEGON REPR COML LTDA
24/01/2023;32185;RIO DAS PEDRAS COM DE HORTIFRUTI E MERC LTDA;4073;AZEITE OLIVA EXT VIRG TRADICAO GAL 4X5,01LT;15;670;10050;AGEGON REPR COML LTDA
08/02/2023;32433;SUPER SETE SM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;5;382;1910;AGEGON REPR COML LTDA
08/02/2023;32433;SUPER SETE SM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;4;183,2;732,8;AGEGON REPR COML LTDA
08/02/2023;32432;SUPER SETE SM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;2;183,2;366,4;AGEGON REPR COML LTDA
08/02/2023;32432;SUPER SETE SM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;2;382;764;AGEGON REPR COML LTDA
08/02/2023;32431;SUPER SETE SM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;4;382;1528;AGEGON REPR COML LTDA
08/02/2023;32431;SUPER SETE SM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;3;183,2;549,6;AGEGON REPR COML LTDA
10/02/2023;32434;SUPER SETE SM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;2;183,2;366,4;AGEGON REPR COML LTDA
20/02/2023;32485;SUPER SETE SM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;2;201,5;403;AGEGON REPR COML LTDA
20/02/2023;32485;SUPER SETE SM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;3;382;1146;AGEGON REPR COML LTDA
27/03/2023;32636;RIO DAS PEDRAS COM DE HORTIFRUTI E MERC LTDA;4073;AZEITE OLIVA EXT VIRG TRADICAO GAL 4X5,01LT;20;743;14860;AGEGON REPR COML LTDA
27/03/2023;32637;CENTRO DE ALIM LTDA;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;15;214;3210;AGEGON REPR COML LTDA
27/03/2023;32661;HIGA PROD ALIM LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;150;223,6;33540;AGEGON REPR COML LTDA
27/03/2023;32662;HIGA PROD ALIM LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;100;223,6;22360;AGEGON REPR COML LTDA
27/03/2023;32662;HIGA PROD ALIM LTDA;4073;AZEITE OLIVA EXT VIRG TRADICAO GAL 4X5,01LT;10;724;7240;AGEGON REPR COML LTDA
31/03/2023;32674;RIO DAS PEDRAS COM DE HORTIFRUTI E MERC LTDA;4073;AZEITE OLIVA EXT VIRG TRADICAO GAL 4X5,01LT;20;743;14860;AGEGON REPR COML LTDA
12/06/2023;33235;RIO DAS PEDRAS COM DE HORTIFRUTI E MERC LTDA;4073;AZEITE OLIVA EXT VIRG TRADICAO GAL 4X5,01LT;20;780;15600;AGEGON REPR COML LTDA
12/06/2023;33285;ROBSON FEDES;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;5;210,6;1053;AGEGON REPR COML LTDA
12/06/2023;33315;CENTRO DE ALIM LTDA;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;20;232,9;4658;AGEGON REPR COML LTDA
18/01/2023;32259;TINTI ATAC LTDA ;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;10;183,2;1832;ANITO JOSE DOS SANTOS & CIA LTDA
24/01/2023;32266;POUPE SUPERMERCADOS LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;20;378;7560;ANITO JOSE DOS SANTOS & CIA LTDA
24/01/2023;32265;POUPE SM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;20;378;7560;ANITO JOSE DOS SANTOS & CIA LTDA
26/01/2023;32260;SM PIERIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;4;163;652;ANITO JOSE DOS SANTOS & CIA LTDA
26/01/2023;32260;SM PIERIM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;5;183,5;917,5;ANITO JOSE DOS SANTOS & CIA LTDA
26/01/2023;32260;SM PIERIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;8;382;3056;ANITO JOSE DOS SANTOS & CIA LTDA
26/01/2023;32260;SM PIERIM LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;10;228,6;2286;ANITO JOSE DOS SANTOS & CIA LTDA
26/01/2023;32261;SM PIERIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;10;382;3820;ANITO JOSE DOS SANTOS & CIA LTDA
26/01/2023;32261;SM PIERIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;5;163;815;ANITO JOSE DOS SANTOS & CIA LTDA
26/01/2023;32261;SM PIERIM LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;10;228,6;2286;ANITO JOSE DOS SANTOS & CIA LTDA
26/01/2023;32261;SM PIERIM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;6;183,5;1101;ANITO JOSE DOS SANTOS & CIA LTDA
26/01/2023;32262;SM PIERIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;5;382;1910;ANITO JOSE DOS SANTOS & CIA LTDA
26/01/2023;32262;SM PIERIM LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;2;228,6;457,2;ANITO JOSE DOS SANTOS & CIA LTDA
26/01/2023;32262;SM PIERIM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;3;183,5;550,5;ANITO JOSE DOS SANTOS & CIA LTDA
26/01/2023;32262;SM PIERIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;2;163;326;ANITO JOSE DOS SANTOS & CIA LTDA
26/01/2023;32263;SM PIERIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;2;163;326;ANITO JOSE DOS SANTOS & CIA LTDA
26/01/2023;32263;SM PIERIM LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;4;228,6;914,4;ANITO JOSE DOS SANTOS & CIA LTDA
26/01/2023;32263;SM PIERIM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;4;183,5;734;ANITO JOSE DOS SANTOS & CIA LTDA
26/01/2023;32263;SM PIERIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;4;382;1528;ANITO JOSE DOS SANTOS & CIA LTDA
31/01/2023;32398;SM PIERIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;8;382;3056;ANITO JOSE DOS SANTOS & CIA LTDA
31/01/2023;32398;SM PIERIM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;5;183,5;917,5;ANITO JOSE DOS SANTOS & CIA LTDA
31/01/2023;32398;SM PIERIM LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;10;228,6;2286;ANITO JOSE DOS SANTOS & CIA LTDA
31/01/2023;32399;SM PIERIM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;6;183,5;1101;ANITO JOSE DOS SANTOS & CIA LTDA
31/01/2023;32399;SM PIERIM LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;10;228,6;2286;ANITO JOSE DOS SANTOS & CIA LTDA
31/01/2023;32399;SM PIERIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;10;382;3820;ANITO JOSE DOS SANTOS & CIA LTDA
31/01/2023;32400;SM PIERIM LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;2;228,6;457,2;ANITO JOSE DOS SANTOS & CIA LTDA
31/01/2023;32400;SM PIERIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;5;382;1910;ANITO JOSE DOS SANTOS & CIA LTDA
31/01/2023;32400;SM PIERIM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;3;183,5;550,5;ANITO JOSE DOS SANTOS & CIA LTDA
31/01/2023;32401;SM PIERIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;4;382;1528;ANITO JOSE DOS SANTOS & CIA LTDA
31/01/2023;32401;SM PIERIM LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;4;228,6;914,4;ANITO JOSE DOS SANTOS & CIA LTDA
31/01/2023;32401;SM PIERIM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;4;183,5;734;ANITO JOSE DOS SANTOS & CIA LTDA
01/02/2023;32332;TINTI DISTR ATAC E VAREJO EIRELI;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;10;183,2;1832;ANITO JOSE DOS SANTOS & CIA LTDA
01/02/2023;32332;TINTI DISTR ATAC E VAREJO EIRELI;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;10;183,2;1832;ANITO JOSE DOS SANTOS & CIA LTDA
08/02/2023;32448;PATRICIA DO VALES PEREIRA SANTOS 06883727671;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;10;163;1630;ANITO JOSE DOS SANTOS & CIA LTDA
08/02/2023;32448;PATRICIA DO VALES PEREIRA SANTOS 06883727671;1101;OLEO DE COCO BIONDO PELICULA VR 24X200ML ;1;315,31;315,31;ANITO JOSE DOS SANTOS & CIA LTDA
08/02/2023;32448;PATRICIA DO VALES PEREIRA SANTOS 06883727671;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;10;163;1630;ANITO JOSE DOS SANTOS & CIA LTDA
08/02/2023;32448;PATRICIA DO VALES PEREIRA SANTOS 06883727671;1101;OLEO DE COCO BIONDO PELICULA VR 24X200ML ;1;315,31;315,31;ANITO JOSE DOS SANTOS & CIA LTDA
16/02/2023;32309;JASON ROQUE DE CASTILHO JR E CIA LTDA ;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;10;228,6;2286;ANITO JOSE DOS SANTOS & CIA LTDA
16/02/2023;32309;JASON ROQUE DE CASTILHO JR E CIA LTDA ;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;10;382;3820;ANITO JOSE DOS SANTOS & CIA LTDA
16/02/2023;32309;JASON ROQUE DE CASTILHO JR E CIA LTDA ;4813;SEVILHA AZEITE DE OLIVA EXTRA VIRGEM C12 UN;2;228,6;457,2;ANITO JOSE DOS SANTOS & CIA LTDA
16/02/2023;32309;JASON ROQUE DE CASTILHO JR E CIA LTDA ;4028;AZEITE OLIVA EXT VIRG TRADICAO LT 24X500ML;2;452,6;905,2;ANITO JOSE DOS SANTOS & CIA LTDA
16/02/2023;32309;JASON ROQUE DE CASTILHO JR E CIA LTDA ;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;2;214;428;ANITO JOSE DOS SANTOS & CIA LTDA
16/02/2023;32342;RIO DAS PEDRAS COM DE HORTIFRUTI E MERC LTDA;1000;AZEITE DE OLIVA BIONDO EXTRA VIRGEM VR 20X500ML;2;494;988;ANITO JOSE DOS SANTOS & CIA LTDA
16/02/2023;32342;RIO DAS PEDRAS COM DE HORTIFRUTI E MERC LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;3;382;1146;ANITO JOSE DOS SANTOS & CIA LTDA
16/02/2023;32342;RIO DAS PEDRAS COM DE HORTIFRUTI E MERC LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;2;228,6;457,2;ANITO JOSE DOS SANTOS & CIA LTDA
20/02/2023;32428;SM JARDIM DOS CALEGARIS LTDA;1000;AZEITE DE OLIVA BIONDO EXTRA VIRGEM VR 20X500ML;2;494;988;ANITO JOSE DOS SANTOS & CIA LTDA
20/02/2023;32428;SM JARDIM DOS CALEGARIS LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;12;373,6;4483,2;ANITO JOSE DOS SANTOS & CIA LTDA
20/02/2023;32428;SM JARDIM DOS CALEGARIS LTDA;1002;AZEITE SPRAY BIONDO EXTRA VIRGEM LT 12X200ML ;2;262,2;524,4;ANITO JOSE DOS SANTOS & CIA LTDA
20/02/2023;32429;SM JARDIM DOS CALEGARIS LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;5;373,7;1868,5;ANITO JOSE DOS SANTOS & CIA LTDA
20/02/2023;32429;SM JARDIM DOS CALEGARIS LTDA;1000;AZEITE DE OLIVA BIONDO EXTRA VIRGEM VR 20X500ML;1;494;494;ANITO JOSE DOS SANTOS & CIA LTDA
20/02/2023;32429;SM JARDIM DOS CALEGARIS LTDA;1002;AZEITE SPRAY BIONDO EXTRA VIRGEM LT 12X200ML ;1;262,2;262,2;ANITO JOSE DOS SANTOS & CIA LTDA
20/02/2023;32430;SM JARDIM DOS CALEGARIS LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;5;373,6;1868;ANITO JOSE DOS SANTOS & CIA LTDA
20/02/2023;32430;SM JARDIM DOS CALEGARIS LTDA;1002;AZEITE SPRAY BIONDO EXTRA VIRGEM LT 12X200ML ;2;262,2;524,4;ANITO JOSE DOS SANTOS & CIA LTDA
20/02/2023;32430;SM JARDIM DOS CALEGARIS LTDA;1000;AZEITE DE OLIVA BIONDO EXTRA VIRGEM VR 20X500ML;2;494;988;ANITO JOSE DOS SANTOS & CIA LTDA
20/02/2023;32519;SM PIERIM LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;2;228,6;457,2;ANITO JOSE DOS SANTOS & CIA LTDA
20/02/2023;32519;SM PIERIM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;15;201,5;3022,5;ANITO JOSE DOS SANTOS & CIA LTDA
20/02/2023;32519;SM PIERIM LTDA;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;2;214;428;ANITO JOSE DOS SANTOS & CIA LTDA
20/02/2023;32519;SM PIERIM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;5;183,2;916;ANITO JOSE DOS SANTOS & CIA LTDA
20/02/2023;32519;SM PIERIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;5;382;1910;ANITO JOSE DOS SANTOS & CIA LTDA
20/02/2023;32520;SM PIERIM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;10;183,2;1832;ANITO JOSE DOS SANTOS & CIA LTDA
20/02/2023;32520;SM PIERIM LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;2;228,6;457,2;ANITO JOSE DOS SANTOS & CIA LTDA
20/02/2023;32520;SM PIERIM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;15;201,5;3022,5;ANITO JOSE DOS SANTOS & CIA LTDA
20/02/2023;32520;SM PIERIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;5;382;1910;ANITO JOSE DOS SANTOS & CIA LTDA
20/02/2023;32521;SM PIERIM LTDA;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;1;214;214;ANITO JOSE DOS SANTOS & CIA LTDA
20/02/2023;32521;SM PIERIM LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;1;228,6;228,6;ANITO JOSE DOS SANTOS & CIA LTDA
20/02/2023;32521;SM PIERIM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;8;201,5;1612;ANITO JOSE DOS SANTOS & CIA LTDA
20/02/2023;32521;SM PIERIM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;5;183,2;916;ANITO JOSE DOS SANTOS & CIA LTDA
20/02/2023;32522;SM PIERIM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;6;201,5;1209;ANITO JOSE DOS SANTOS & CIA LTDA
20/02/2023;32522;SM PIERIM LTDA;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;1;214;214;ANITO JOSE DOS SANTOS & CIA LTDA
28/02/2023;32624;C. CARVALHO GENEROSO MERCADO LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;3;165;495;ANITO JOSE DOS SANTOS & CIA LTDA
28/02/2023;32623;C. CARVALHO GENEROSO MERCADO LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;5;165;825;ANITO JOSE DOS SANTOS & CIA LTDA
28/02/2023;32622;C. CARVALHO GENEROSO MERCADO LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;3;165;495;ANITO JOSE DOS SANTOS & CIA LTDA
28/02/2023;32592;AUXILIADORA-COM PROD ALIMENTICIOS LT;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;2;183,2;366,4;ANITO JOSE DOS SANTOS & CIA LTDA
28/02/2023;32585;LUA AZUL COM DE PROD ALIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;10;163,2;1632;ANITO JOSE DOS SANTOS & CIA LTDA
28/02/2023;32584;JOSE JAKSON GONCALVES DE OLIVEIRA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;3;163,2;489,6;ANITO JOSE DOS SANTOS & CIA LTDA
03/03/2023;32677;LUCIANA GONCALVES PEDROSA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;3;163,2;489,6;ANITO JOSE DOS SANTOS & CIA LTDA
23/03/2023;32573;SM JARDIM DOS CALEGARIS LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;30;373,7;11211;ANITO JOSE DOS SANTOS & CIA LTDA
23/03/2023;32574;SM JARDIM DOS CALEGARIS LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;20;373,7;7474;ANITO JOSE DOS SANTOS & CIA LTDA
23/03/2023;32575;SM JARDIM DOS CALEGARIS LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;100;373,7;37370;ANITO JOSE DOS SANTOS & CIA LTDA
23/03/2023;32584;JOSE JAKSON GONCALVES DE OLIVEIRA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;1;382;382;ANITO JOSE DOS SANTOS & CIA LTDA
23/03/2023;32585;LUA AZUL COM DE PROD ALIM LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;5;228,6;1143;ANITO JOSE DOS SANTOS & CIA LTDA
23/03/2023;32585;LUA AZUL COM DE PROD ALIM LTDA;1000;AZEITE DE OLIVA BIONDO EXTRA VIRGEM VR 20X500ML;1;494;494;ANITO JOSE DOS SANTOS & CIA LTDA
27/03/2023;32592;AUXILIADORA-COM PROD ALIMENTICIOS LT;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;2;382;764;ANITO JOSE DOS SANTOS & CIA LTDA
27/03/2023;32592;AUXILIADORA-COM PROD ALIMENTICIOS LT;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;2;228,6;457,2;ANITO JOSE DOS SANTOS & CIA LTDA
27/03/2023;32622;C. CARVALHO GENEROSO MERCADO LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;3;201,5;604,5;ANITO JOSE DOS SANTOS & CIA LTDA
27/03/2023;32623;C. CARVALHO GENEROSO MERCADO LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;5;201,5;1007,5;ANITO JOSE DOS SANTOS & CIA LTDA
27/03/2023;32624;C. CARVALHO GENEROSO MERCADO LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;5;201,5;1007,5;ANITO JOSE DOS SANTOS & CIA LTDA
27/03/2023;32671;TINTI DISTR ATAC E VAREJO EIRELI;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;5;214;1070;ANITO JOSE DOS SANTOS & CIA LTDA
27/03/2023;32671;TINTI DISTR ATAC E VAREJO EIRELI;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;5;382;1910;ANITO JOSE DOS SANTOS & CIA LTDA
27/03/2023;32671;TINTI DISTR ATAC E VAREJO EIRELI;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;5;382;1910;ANITO JOSE DOS SANTOS & CIA LTDA
27/03/2023;32671;TINTI DISTR ATAC E VAREJO EIRELI;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;5;214;1070;ANITO JOSE DOS SANTOS & CIA LTDA
30/03/2023;32677;LUCIANA GONCALVES PEDROSA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;1;228,6;228,6;ANITO JOSE DOS SANTOS & CIA LTDA
30/03/2023;32677;LUCIANA GONCALVES PEDROSA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;1;382;382;ANITO JOSE DOS SANTOS & CIA LTDA
30/03/2023;32677;LUCIANA GONCALVES PEDROSA;4103;AZEITE OLIVA EXT VIRG TRADICAO VD 20X250ML;3;223,2;669,6;ANITO JOSE DOS SANTOS & CIA LTDA
30/03/2023;32677;LUCIANA GONCALVES PEDROSA;4813;SEVILHA AZEITE DE OLIVA EXTRA VIRGEM C12 UN;1;228,6;228,6;ANITO JOSE DOS SANTOS & CIA LTDA
31/03/2023;32833;SM TRADICAO LTDA;4615S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X250ML;3;120,9;362,7;ANITO JOSE DOS SANTOS & CIA LTDA
31/03/2023;32833;SM TRADICAO LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;5;156;780;ANITO JOSE DOS SANTOS & CIA LTDA
31/03/2023;32833;SM TRADICAO LTDA;4494;OLEO COMP SOJA E OLIVA TRADIÇÃO 10% PET 18X500ML;6;109,1;654,6;ANITO JOSE DOS SANTOS & CIA LTDA
31/03/2023;32834;SM PIERIM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;10;177,1;1771;ANITO JOSE DOS SANTOS & CIA LTDA
31/03/2023;32835;SM PIERIM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;8;177,1;1416,8;ANITO JOSE DOS SANTOS & CIA LTDA
31/03/2023;32836;SM PIERIM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;6;177,1;1062,6;ANITO JOSE DOS SANTOS & CIA LTDA
31/03/2023;32838;SM PIERIM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;4;177,1;708,4;ANITO JOSE DOS SANTOS & CIA LTDA
31/03/2023;32928;SM TAQUARAL LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;15;177,2;2658;ANITO JOSE DOS SANTOS & CIA LTDA
31/03/2023;32929;TINTI ATAC LTDA ;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;20;177,2;3544;ANITO JOSE DOS SANTOS & CIA LTDA
31/03/2023;32929;TINTI ATAC LTDA ;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;20;177,2;3544;ANITO JOSE DOS SANTOS & CIA LTDA
31/03/2023;32942;ANTONIO CARLOS FERRI SM;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;30;156;4680;ANITO JOSE DOS SANTOS & CIA LTDA
31/03/2023;32942;ANTONIO CARLOS FERRI SM;1101;OLEO DE COCO BIONDO PELICULA VR 24X200ML ;1;315,31;315,31;ANITO JOSE DOS SANTOS & CIA LTDA
31/03/2023;32942;ANTONIO CARLOS FERRI SM;1100;OLEO DE COCO BIONDO  PELICULA VR 15X500ML ;1;384,45;384,45;ANITO JOSE DOS SANTOS & CIA LTDA
31/03/2023;32942;ANTONIO CARLOS FERRI SM;4494;OLEO COMP SOJA E OLIVA TRADIÇÃO 10% PET 18X500ML;5;109,1;545,5;ANITO JOSE DOS SANTOS & CIA LTDA
04/04/2023;32958;SM PIERIM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;4;177,1;708,4;ANITO JOSE DOS SANTOS & CIA LTDA
26/04/2023;33095;SM PIERIM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;2;177,1;354,2;ANITO JOSE DOS SANTOS & CIA LTDA
